,EmpID,Age,AgeGroup,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,SalarySlab,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
729,RM1423,35,26-35,No,TravelRarely,1490,Research & Development,11,Master,Medical,1,2003,Very High,Male,43,High,1,Laboratory Technician,High,Married,2660,Upto 5k,20232,7,Y,Yes,11,Better,High,80,1,5,3,Better,2,2,2,2.0
730,RM1425,35,26-35,No,Travel_Rarely,1395,Research & Development,9,Master,Medical,1,2008,Medium,Male,48,High,2,Research Scientist,High,Single,5098,5k-10k,18698,1,Y,No,19,Better,Medium,80,0,10,5,Better,10,7,0,8.0
731,RM1451,35,26-35,No,Travel_Rarely,1146,Human Resources,26,Master,Life Sciences,1,2040,High,Female,31,High,3,Human Resources,Very High,Single,8837,5k-10k,16642,1,Y,Yes,16,Better,High,80,0,9,2,Better,9,0,1,7.0
732,RM1457,35,26-35,No,Travel_Frequently,1199,Research & Development,18,Master,Life Sciences,1,2049,High,Male,80,High,2,Healthcare Representative,High,Married,5689,5k-10k,24594,1,Y,Yes,14,Better,Very High,80,2,10,2,Best,10,2,0,2.0
733,RM1459,35,26-35,No,Travel_Rarely,287,Research & Development,1,Master,Life Sciences,1,2052,High,Female,62,Low,1,Research Scientist,Very High,Married,2977,Upto 5k,8952,1,Y,No,12,Better,Very High,80,1,4,5,Better,4,3,1,1.0
734,RM010,36,36-45,No,Travel_Rarely,1299,Research & Development,27,Bachelor,Medical,1,13,High,Male,94,High,2,Healthcare Representative,High,Married,5237,5k-10k,16577,6,Y,No,13,Better,Medium,80,2,17,3,Good,7,7,7,7.0
735,RM022,36,36-45,Yes,Travel_Rarely,1218,Sales,9,Master,Life Sciences,1,27,High,Male,82,Medium,1,Sales Representative,Low,Single,3407,Upto 5k,6986,7,Y,No,23,Best,Medium,80,0,10,4,Better,5,3,0,3.0
736,RM039,36,36-45,No,Travel_Rarely,852,Research & Development,5,Master,Life Sciences,1,51,Medium,Female,82,Medium,1,Research Scientist,Low,Married,3419,Upto 5k,13072,9,Y,Yes,14,Better,Very High,80,1,6,3,Best,1,1,0,0.0
737,RM065,36,36-45,No,Travel_Rarely,1223,Research & Development,8,Bachelor,Technical Degree,1,83,High,Female,59,High,3,Healthcare Representative,High,Divorced,10096,10k-15k,8202,1,Y,No,13,Better,Medium,80,3,17,2,Better,17,14,12,8.0
738,RM067,36,36-45,No,Travel_Frequently,1195,Research & Development,11,Bachelor,Life Sciences,1,85,Medium,Male,95,Medium,2,Manufacturing Director,Medium,Single,6499,5k-10k,22656,1,Y,No,13,Better,High,80,0,6,3,Better,6,5,0,3.0
739,RM070,36,36-45,Yes,Travel_Rarely,318,Research & Development,9,Bachelor,Medical,1,90,Very High,Male,79,Medium,1,Research Scientist,High,Married,3388,Upto 5k,21777,0,Y,Yes,17,Better,Low,80,1,2,0,Good,1,0,0,2.0
740,RM075,36,36-45,No,Travel_Rarely,132,Research & Development,6,Bachelor,Life Sciences,1,97,Medium,Female,55,Very High,1,Laboratory Technician,Very High,Married,3038,Upto 5k,22002,3,Y,No,12,Better,Medium,80,0,5,3,Better,1,0,0,2.0
741,RM118,36,36-45,No,Travel_Frequently,1467,Sales,11,College,Technical Degree,1,154,Medium,Female,92,High,3,Sales Executive,Very High,Married,9738,5k-10k,22952,0,Y,No,14,Better,High,80,1,10,6,Better,9,7,2,8.0
742,RM119,36,36-45,No,Travel_Rarely,922,Research & Development,3,College,Life Sciences,1,155,Low,Female,39,High,1,Laboratory Technician,Very High,Divorced,2835,Upto 5k,2561,5,Y,No,22,Best,Low,80,1,7,2,Better,1,0,0,0.0
743,RM136,36,36-45,No,Travel_Rarely,216,Research & Development,6,College,Medical,1,178,Medium,Male,84,High,2,Manufacturing Director,Medium,Divorced,4941,Upto 5k,2819,6,Y,No,20,Best,Very High,80,2,7,0,Better,3,2,0,1.0
744,RM173,36,36-45,No,Travel_Frequently,1480,Research & Development,3,College,Medical,1,238,Very High,Male,30,High,1,Laboratory Technician,Medium,Single,2088,Upto 5k,15062,4,Y,No,12,Better,High,80,0,13,3,Good,8,7,7,2.0
745,RM208,36,36-45,No,Travel_Frequently,635,Research & Development,18,Below College,Medical,1,286,Medium,Female,73,High,1,Laboratory Technician,Very High,Single,2153,Upto 5k,7703,1,Y,No,13,Better,Low,80,0,8,2,Better,8,1,1,2.0
746,RM221,36,36-45,No,Travel_Rarely,1396,Research & Development,5,College,Life Sciences,1,304,Very High,Male,62,High,2,Laboratory Technician,Medium,Single,5914,5k-10k,9945,8,Y,No,16,Better,Very High,80,0,16,3,Best,13,11,3,7.0
747,RM270,36,36-45,No,Travel_Rarely,1403,Research & Development,6,Bachelor,Life Sciences,1,373,Very High,Male,47,High,1,Laboratory Technician,Very High,Married,3210,Upto 5k,20251,0,Y,No,11,Better,High,80,1,16,4,Better,15,13,10,11.0
748,RM292,36,36-45,No,Travel_Rarely,506,Research & Development,3,Bachelor,Technical Degree,1,397,High,Male,30,High,2,Research Scientist,Medium,Single,4485,Upto 5k,26285,4,Y,No,12,Better,Very High,80,0,10,2,Better,8,0,7,7.0
749,RM299,36,36-45,No,Travel_Frequently,566,Research & Development,18,Master,Life Sciences,1,407,High,Male,81,Very High,1,Laboratory Technician,Very High,Married,3688,Upto 5k,7122,4,Y,No,18,Better,Very High,80,2,4,2,Better,1,0,0,0.0
750,RM306,36,36-45,No,Non-Travel,1105,Research & Development,24,Master,Life Sciences,1,419,Medium,Female,47,High,2,Laboratory Technician,Medium,Married,5674,5k-10k,6927,7,Y,No,15,Better,High,80,1,11,3,Better,9,8,0,8.0
751,RM359,36,36-45,No,Non-Travel,845,Sales,1,Doctor,Medical,1,479,Very High,Female,45,High,2,Sales Executive,Very High,Single,6653,5k-10k,15276,4,Y,No,15,Better,Medium,80,0,7,6,Better,1,0,0,2.0
752,RM360,36,36-45,No,Travel_Frequently,541,Sales,3,Master,Medical,1,481,Low,Male,48,Medium,3,Sales Executive,Very High,Married,9699,5k-10k,7246,4,Y,No,11,Better,Low,80,1,16,2,Better,13,9,1,2.0
753,RM378,36,36-45,No,Travel_Rarely,329,Research & Development,2,Bachelor,Life Sciences,1,501,Very High,Female,96,High,1,Research Scientist,High,Married,2543,Upto 5k,11868,4,Y,No,13,Better,Medium,80,1,6,3,Better,2,2,2,2.0
754,RM385,36,36-45,No,Travel_Rarely,164,Sales,2,College,Medical,1,513,Medium,Male,61,Medium,3,Sales Executive,High,Married,7596,5k-10k,3809,1,Y,No,13,Better,Medium,80,2,10,2,Better,10,9,9,0.0
755,RM443,36,36-45,No,Non-Travel,635,Sales,10,Master,Medical,1,592,Medium,Male,32,High,3,Sales Executive,Very High,Single,9980,5k-10k,15318,1,Y,No,14,Better,Very High,80,0,10,3,Good,10,3,9,7.0
756,RM512,36,36-45,No,Travel_Rarely,913,Research & Development,9,College,Medical,1,699,Medium,Male,48,Medium,2,Manufacturing Director,Medium,Divorced,8847,5k-10k,13934,2,Y,Yes,11,Better,High,80,1,13,2,Better,3,2,0,2.0
757,RM542,36,36-45,No,Non-Travel,427,Research & Development,8,Bachelor,Life Sciences,1,742,Low,Female,63,Very High,3,Research Director,Low,Married,11713,10k-15k,20335,9,Y,No,14,Better,Low,80,1,10,2,Better,8,7,0,5.0
758,RM570,36,36-45,No,Non-Travel,1434,Sales,8,Master,Life Sciences,1,789,Low,Male,76,Medium,3,Sales Executive,Low,Single,7587,5k-10k,14229,1,Y,No,15,Better,Medium,80,0,10,1,Better,10,7,0,9.0
759,RM594,36,36-45,No,Travel_Rarely,676,Research & Development,1,Bachelor,Other,1,823,High,Female,35,High,2,Manufacturing Director,Medium,Married,5228,5k-10k,23361,0,Y,No,15,Better,Low,80,1,10,2,Better,9,7,0,5.0
760,RM600,36,36-45,No,Travel_Rarely,1041,Human Resources,13,Bachelor,Human Resources,1,829,High,Male,36,High,1,Human Resources,Medium,Married,2143,Upto 5k,25527,4,Y,No,13,Better,Medium,80,1,8,2,Better,5,2,0,4.0
761,RM622,36,36-45,No,Travel_Rarely,928,Sales,1,College,Life Sciences,1,857,Medium,Male,56,High,2,Sales Executive,Very High,Married,6201,5k-10k,2823,1,Y,Yes,14,Better,Very High,80,1,18,1,Good,18,14,4,11.0
762,RM634,36,36-45,No,Travel_Rarely,1278,Human Resources,8,Bachelor,Life Sciences,1,878,Low,Male,77,Medium,1,Human Resources,Low,Married,2342,Upto 5k,8635,0,Y,No,21,Best,High,80,0,6,3,Better,5,4,0,3.0
763,RM665,36,36-45,No,Travel_Rarely,1425,Research & Development,14,Below College,Life Sciences,1,924,High,Male,68,High,2,Healthcare Representative,Very High,Married,6586,5k-10k,4821,0,Y,Yes,17,Better,Low,80,1,17,2,Good,16,8,4,11.0
764,RM681,36,36-45,No,Travel_Rarely,188,Research & Development,7,Master,Other,1,949,Medium,Male,65,High,1,Research Scientist,Very High,Single,4678,Upto 5k,23293,2,Y,No,18,Better,High,80,0,8,6,Better,6,2,0,1.0
765,RM688,36,36-45,No,Travel_Rarely,938,Research & Development,2,Master,Medical,1,958,High,Male,79,High,1,Laboratory Technician,High,Single,2519,Upto 5k,12287,4,Y,No,21,Best,High,80,0,16,6,Better,11,8,3,9.0
766,RM694,36,36-45,Yes,Travel_Rarely,530,Sales,3,Below College,Life Sciences,1,967,High,Male,51,Medium,3,Sales Executive,Very High,Married,10325,10k-15k,5518,1,Y,Yes,11,Better,Low,80,1,16,6,Better,16,7,3,7.0
767,RM709,36,36-45,No,Non-Travel,1229,Sales,8,Master,Technical Degree,1,990,Low,Male,84,High,2,Sales Executive,Very High,Divorced,5079,5k-10k,25952,4,Y,No,13,Better,Very High,80,2,12,3,Better,7,7,0,7.0
768,RM753,36,36-45,Yes,Travel_Rarely,885,Research & Development,16,Master,Life Sciences,1,1042,High,Female,43,Very High,1,Laboratory Technician,Low,Single,2743,Upto 5k,8269,1,Y,No,16,Better,High,80,0,18,1,Better,17,13,15,14.0
769,RM762,36,36-45,Yes,Travel_Rarely,660,Research & Development,15,Bachelor,Other,1,1052,Low,Male,81,High,2,Laboratory Technician,High,Divorced,4834,Upto 5k,7858,7,Y,No,14,Better,Medium,80,1,9,3,Good,1,0,0,0.0
770,RM774,36,36-45,No,Travel_Rarely,796,Research & Development,12,Doctor,Medical,1,1073,Very High,Female,51,Medium,3,Manufacturing Director,Very High,Single,8858,5k-10k,15669,0,Y,No,11,Better,Medium,80,0,15,2,Good,14,8,7,8.0
771,RM818,36,36-45,No,Non-Travel,217,Research & Development,18,Master,Life Sciences,1,1133,Low,Male,78,High,2,Manufacturing Director,Very High,Single,7779,5k-10k,23238,2,Y,No,20,Best,Low,80,0,18,0,Better,11,9,0,9.0
772,RM874,36,36-45,No,Travel_Rarely,917,Research & Development,6,Master,Life Sciences,1,1221,High,Male,60,Low,1,Laboratory Technician,High,Divorced,2741,Upto 5k,6865,1,Y,No,14,Better,High,80,1,7,4,Better,7,7,1,7.0
773,RM883,36,36-45,No,Travel_Rarely,363,Research & Development,1,Bachelor,Technical Degree,1,1237,High,Female,77,Low,3,Manufacturing Director,Low,Divorced,10252,10k-15k,4235,2,Y,Yes,21,Best,High,80,1,17,2,Better,7,7,7,7.0
774,RM901,36,36-45,No,Travel_Frequently,469,Research & Development,3,Bachelor,Technical Degree,1,1257,High,Male,46,High,1,Research Scientist,Medium,Married,3692,Upto 5k,9256,1,Y,No,12,Better,High,80,0,12,2,Good,11,10,0,7.0
775,RM928,36,36-45,No,Travel_Rarely,429,Research & Development,2,Master,Life Sciences,1,1294,High,Female,53,High,2,Manufacturing Director,Medium,Single,5410,5k-10k,2323,9,Y,Yes,11,Better,Very High,80,0,18,2,Better,16,14,5,12.0
776,RM943,36,36-45,No,Travel_Rarely,325,Research & Development,10,Master,Technical Degree,1,1312,Very High,Female,63,High,3,Healthcare Representative,High,Married,7094,5k-10k,5747,3,Y,No,12,Better,Low,80,0,10,0,Better,7,7,1,7.0
777,RM969,36,36-45,No,Travel_Frequently,607,Sales,7,Bachelor,Marketing,1,1362,Low,Female,83,Very High,2,Sales Executive,Low,Married,4639,Upto 5k,2261,2,Y,No,16,Better,Very High,80,1,17,2,Good,15,7,6,13.0
778,RM1012,36,36-45,No,Travel_Rarely,1174,Sales,3,Master,Marketing,1,1425,Low,Female,99,High,2,Sales Executive,Medium,Single,9278,5k-10k,20763,3,Y,Yes,16,Better,Very High,80,0,15,3,Better,5,4,0,1.0
779,RM1019,36,36-45,No,Travel_Rarely,172,Research & Development,4,Master,Life Sciences,1,1435,Low,Male,37,Medium,2,Laboratory Technician,Very High,Single,5810,5k-10k,22604,1,Y,No,16,Better,High,80,0,10,2,Good,10,4,1,8.0
780,RM1020,36,36-45,No,Travel_Rarely,329,Sales,16,Master,Marketing,1,1436,High,Female,98,Medium,2,Sales Executive,Low,Married,5647,5k-10k,13494,4,Y,No,13,Better,Low,80,2,11,3,Good,3,2,0,2.0
781,RM1103,36,36-45,No,Travel_Rarely,1157,Sales,2,Master,Life Sciences,1,1556,High,Male,70,High,1,Sales Representative,Very High,Single,2644,Upto 5k,17001,3,Y,Yes,21,Best,Very High,80,0,7,3,Good,3,2,1,2.0
782,RM1122,36,36-45,No,Travel_Rarely,884,Sales,1,Master,Life Sciences,1,1585,Medium,Female,73,High,2,Sales Executive,High,Single,6815,5k-10k,21447,6,Y,No,13,Better,Low,80,0,15,5,Better,1,0,0,0.0
783,RM1129,36,36-45,No,Travel_Frequently,1302,Research & Development,6,Master,Life Sciences,1,1594,Low,Male,80,Very High,2,Laboratory Technician,Low,Married,5562,5k-10k,19711,3,Y,Yes,13,Better,Very High,80,1,9,3,Better,3,2,0,2.0
784,RM1146,36,36-45,No,Travel_Rarely,559,Research & Development,12,Master,Life Sciences,1,1614,High,Female,76,High,2,Manufacturing Director,High,Married,4663,Upto 5k,12421,9,Y,Yes,12,Better,Medium,80,2,7,2,Better,3,2,1,1.0
785,RM1174,36,36-45,No,Travel_Rarely,711,Research & Development,5,Master,Life Sciences,1,1651,Medium,Female,42,High,3,Healthcare Representative,Low,Married,8008,5k-10k,22792,4,Y,No,12,Better,High,80,2,9,6,Better,3,2,0,2.0
786,RM1181,36,36-45,No,Travel_Rarely,311,Research & Development,7,Bachelor,Life Sciences,1,1659,Low,Male,77,High,1,Laboratory Technician,Medium,Single,2013,Upto 5k,10950,2,Y,No,11,Better,High,80,0,15,4,Better,4,3,1,3.0
787,RM1183,36,36-45,No,Non-Travel,894,Research & Development,1,Master,Medical,1,1662,Very High,Female,33,Medium,2,Manufacturing Director,High,Married,4374,Upto 5k,15411,0,Y,No,15,Better,High,80,0,4,6,Better,3,2,1,2.0
788,RM1184,36,36-45,No,Travel_Rarely,1040,Research & Development,3,College,Life Sciences,1,1664,Very High,Male,79,Very High,2,Healthcare Representative,Low,Divorced,6842,5k-10k,26308,6,Y,No,20,Best,Low,80,1,13,3,Better,5,4,0,4.0
789,RM1200,36,36-45,No,Travel_Rarely,1351,Research & Development,26,Master,Life Sciences,1,1682,Low,Male,80,High,2,Healthcare Representative,High,Married,5347,5k-10k,7419,6,Y,No,14,Better,Medium,80,2,10,2,Good,3,2,0,2.0
790,RM1221,36,36-45,No,Travel_Rarely,530,Sales,2,Master,Life Sciences,1,1710,High,Female,51,High,2,Sales Representative,Very High,Single,4502,Upto 5k,7439,3,Y,No,15,Better,High,80,0,17,2,Good,13,7,6,7.0
791,RM1237,36,36-45,Yes,Travel_Rarely,1456,Sales,13,Doctor,Marketing,1,1733,Medium,Male,96,Medium,2,Sales Executive,Low,Divorced,6134,5k-10k,8658,5,Y,Yes,13,Better,Medium,80,3,16,3,Better,2,2,2,2.0
792,RM1279,36,36-45,No,Travel_Rarely,1383,Research & Development,10,Bachelor,Life Sciences,1,1790,Very High,Male,90,High,3,Healthcare Representative,Low,Married,8321,5k-10k,25949,7,Y,Yes,13,Better,Very High,80,1,15,1,Better,12,8,5,7.0
793,RM1316,36,36-45,No,Travel_Rarely,430,Research & Development,2,Master,Other,1,1847,Very High,Female,73,High,2,Research Scientist,Medium,Married,6962,5k-10k,19573,4,Y,Yes,22,Best,Very High,80,1,15,2,Better,1,0,0,0.0
794,RM1341,36,36-45,No,Travel_Rarely,1266,Sales,10,Master,Technical Degree,1,1880,Medium,Female,63,Medium,2,Sales Executive,High,Married,5673,5k-10k,6060,1,Y,Yes,13,Better,Low,80,1,10,4,Better,10,9,1,7.0
795,RM1348,36,36-45,No,Travel_Frequently,1213,Human Resources,2,Below College,Human Resources,1,1890,Medium,Male,94,Medium,2,Human Resources,Very High,Single,3886,Upto 5k,4223,1,Y,No,21,Best,Very High,80,0,10,2,Good,10,1,0,8.0
796,RM1356,36,36-45,No,Travel_Rarely,335,Sales,17,College,Marketing,1,1908,High,Male,33,Medium,2,Sales Executive,Medium,Married,5507,5k-10k,16822,2,Y,No,16,Better,High,80,2,12,1,Bad,4,2,1,3.0
797,RM1384,36,36-45,No,Non-Travel,1351,Research & Development,9,Master,Life Sciences,1,1949,Low,Male,66,Very High,1,Laboratory Technician,Medium,Married,2810,Upto 5k,9238,1,Y,No,22,Best,Medium,80,0,5,3,Better,5,4,0,2.0
798,RM1440,36,36-45,No,Travel_Rarely,557,Sales,3,Bachelor,Medical,1,2024,Low,Female,94,Medium,3,Sales Executive,Very High,Married,7644,5k-10k,12695,0,Y,No,19,Better,High,80,2,10,2,Better,9,7,3,4.0
799,RM1441,36,36-45,No,Travel_Frequently,688,Research & Development,4,College,Life Sciences,1,2025,Very High,Female,97,High,2,Manufacturing Director,Medium,Divorced,5131,5k-10k,9192,7,Y,No,13,Better,Medium,80,3,18,3,Better,4,2,0,2.0
800,RM1448,36,36-45,No,Non-Travel,301,Sales,15,Master,Marketing,1,2036,Very High,Male,88,Low,2,Sales Executive,Very High,Divorced,5406,5k-10k,10436,1,Y,No,24,Best,Low,80,1,15,4,Good,15,12,11,11.0
801,RM1454,36,36-45,No,Travel_Rarely,1120,Sales,11,Master,Marketing,1,2045,Medium,Female,100,Medium,2,Sales Executive,Very High,Married,6652,5k-10k,14369,4,Y,No,13,Better,Low,80,1,8,2,Good,6,3,0,0.0
802,RM1466,36,36-45,No,Travel_Frequently,884,Research & Development,23,College,Medical,1,2061,High,Male,41,Very High,2,Laboratory Technician,Very High,Married,2571,Upto 5k,12290,4,Y,No,17,Better,High,80,1,17,3,Better,5,2,0,3.0
803,RM1466,36,36-45,No,Travel_Frequently,884,Research & Development,23,College,Medical,1,2061,High,Male,41,Very High,2,Laboratory Technician,Very High,Married,2571,Upto 5k,12290,4,Y,No,17,Better,High,80,1,17,3,Better,5,2,0,2.0
804,RM003,37,36-45,Yes,Travel_Rarely,1373,Research & Development,2,College,Other,1,4,Very High,Male,92,Medium,1,Laboratory Technician,High,Single,2090,Upto 5k,2396,6,Y,Yes,15,Better,Medium,80,0,7,3,Better,0,0,0,0.0
805,RM048,37,36-45,No,Travel_Rarely,408,Research & Development,19,College,Life Sciences,1,61,Medium,Male,73,High,1,Research Scientist,Medium,Married,3022,Upto 5k,10227,4,Y,No,21,Best,Low,80,0,8,1,Better,1,0,0,0.0
806,RM060,37,36-45,No,Travel_Rarely,1115,Research & Development,1,Master,Life Sciences,1,77,Low,Male,51,Medium,2,Manufacturing Director,High,Divorced,5993,5k-10k,2689,1,Y,No,18,Better,High,80,1,7,2,Best,7,5,0,7.0
807,RM079,37,36-45,No,Travel_Rarely,397,Research & Development,7,Master,Medical,1,102,Low,Male,30,High,3,Research Director,High,Single,13664,10k-15k,25258,4,Y,No,13,Better,Low,80,0,16,3,Best,5,2,0,2.0
808,RM101,37,36-45,Yes,Travel_Rarely,807,Human Resources,6,Master,Human Resources,1,133,High,Male,63,High,1,Human Resources,Low,Divorced,2073,Upto 5k,23648,4,Y,Yes,22,Best,Very High,80,0,7,3,Better,3,2,0,2.0
809,RM105,37,36-45,No,Non-Travel,1040,Research & Development,2,College,Life Sciences,1,139,High,Male,100,Medium,2,Healthcare Representative,Very High,Divorced,5163,5k-10k,15850,5,Y,No,14,Better,Very High,80,1,17,2,Best,1,0,0,0.0
810,RM116,37,36-45,No,Travel_Rarely,1189,Sales,3,Bachelor,Life Sciences,1,152,High,Male,87,High,3,Sales Executive,Very High,Single,7428,5k-10k,14506,2,Y,No,12,Better,Low,80,0,12,3,Better,5,3,1,3.0
811,RM196,37,36-45,No,Travel_Rarely,290,Research & Development,21,Bachelor,Life Sciences,1,267,Medium,Male,65,Very High,1,Research Scientist,Low,Married,3564,Upto 5k,22977,1,Y,Yes,12,Better,Low,80,1,8,3,Good,8,7,1,7.0
812,RM223,37,36-45,No,Travel_Frequently,663,Research & Development,11,Bachelor,Other,1,306,Medium,Male,47,High,3,Research Director,Very High,Divorced,12185,10k-15k,10056,1,Y,Yes,14,Better,High,80,3,10,1,Better,10,8,0,7.0
813,RM227,37,36-45,No,Travel_Frequently,319,Sales,4,Master,Marketing,1,311,Low,Male,41,High,1,Sales Representative,Very High,Divorced,2793,Upto 5k,2539,4,Y,No,17,Better,High,80,1,13,2,Better,9,8,5,8.0
814,RM249,37,36-45,No,Travel_Rarely,1017,Research & Development,1,College,Medical,1,340,High,Female,83,Medium,1,Research Scientist,Low,Married,3920,Upto 5k,18697,2,Y,No,14,Better,Low,80,1,17,2,Good,3,1,0,2.0
815,RM251,37,36-45,Yes,Travel_Frequently,504,Research & Development,10,Bachelor,Medical,1,342,Low,Male,61,High,3,Manufacturing Director,High,Divorced,10048,10k-15k,22573,6,Y,No,11,Better,Medium,80,2,17,5,Better,1,0,0,2.0
816,RM274,37,36-45,No,Travel_Rarely,228,Sales,6,Master,Medical,1,378,High,Male,98,High,2,Sales Executive,Very High,Married,6502,5k-10k,22825,4,Y,No,14,Better,Medium,80,1,7,5,Best,5,4,0,1.0
817,RM276,37,36-45,No,Non-Travel,728,Research & Development,1,Master,Medical,1,380,Low,Female,80,High,3,Research Director,Very High,Divorced,13603,10k-15k,11677,2,Y,Yes,18,Better,Low,80,2,15,2,Better,5,2,0,2.0
818,RM286,37,36-45,No,Travel_Rarely,1372,Research & Development,1,Bachelor,Life Sciences,1,391,Very High,Female,42,High,1,Research Scientist,Very High,Single,2115,Upto 5k,15881,1,Y,No,12,Better,Medium,80,0,17,3,Better,17,12,5,7.0
819,RM295,37,36-45,No,Travel_Frequently,889,Research & Development,9,Bachelor,Medical,1,403,Medium,Male,53,High,1,Research Scientist,Very High,Married,2326,Upto 5k,11411,1,Y,Yes,12,Better,High,80,3,4,3,Good,4,2,1,2.0
820,RM341,37,36-45,No,Travel_Rarely,1192,Research & Development,5,College,Medical,1,460,Very High,Male,61,High,2,Manufacturing Director,Very High,Divorced,6347,5k-10k,23177,7,Y,No,16,Better,High,80,2,8,2,Good,6,2,0,4.0
821,RM354,37,36-45,No,Travel_Rarely,1319,Research & Development,6,Bachelor,Medical,1,474,High,Male,51,Very High,2,Research Scientist,Low,Divorced,5974,5k-10k,17001,4,Y,Yes,13,Better,Low,80,2,13,2,Better,7,7,6,7.0
822,RM365,37,36-45,No,Travel_Rarely,921,Research & Development,10,Bachelor,Medical,1,486,High,Female,98,High,1,Laboratory Technician,Low,Married,3452,Upto 5k,17663,6,Y,No,20,Best,Medium,80,1,17,3,Better,5,4,0,3.0
823,RM387,37,36-45,No,Travel_Rarely,1107,Research & Development,14,Bachelor,Life Sciences,1,515,Very High,Female,95,High,1,Laboratory Technician,Low,Divorced,3034,Upto 5k,26914,1,Y,No,12,Better,High,80,1,18,2,Good,18,7,12,17.0
824,RM390,37,36-45,No,Travel_Rarely,1305,Research & Development,10,Master,Life Sciences,1,518,High,Male,49,High,2,Manufacturing Director,Medium,Single,4197,Upto 5k,21123,2,Y,Yes,12,Better,Very High,80,0,18,2,Good,1,0,0,1.0
825,RM399,37,36-45,No,Non-Travel,1063,Research & Development,25,Doctor,Medical,1,529,Medium,Female,72,High,2,Research Scientist,High,Married,4449,Upto 5k,23866,3,Y,Yes,15,Better,Low,80,2,15,2,Better,13,11,10,7.0
826,RM465,37,36-45,No,Travel_Rarely,799,Research & Development,1,Bachelor,Technical Degree,1,623,Medium,Female,59,High,3,Manufacturing Director,Very High,Single,7491,5k-10k,23848,4,Y,No,17,Better,Very High,80,0,12,3,Best,6,5,1,2.0
827,RM468,37,36-45,No,Non-Travel,142,Sales,9,Master,Medical,1,626,Low,Male,69,High,3,Sales Executive,Medium,Divorced,8834,5k-10k,24666,1,Y,No,13,Better,Very High,80,1,9,6,Better,9,5,7,7.0
828,RM473,37,36-45,No,Travel_Rarely,446,Research & Development,1,Master,Life Sciences,1,635,Medium,Female,65,High,2,Manufacturing Director,Medium,Married,6447,5k-10k,15701,6,Y,No,12,Better,Medium,80,1,8,2,Good,6,5,4,3.0
829,RM487,37,36-45,No,Travel_Rarely,558,Sales,2,Bachelor,Marketing,1,656,Very High,Male,75,High,2,Sales Executive,High,Married,9602,5k-10k,3010,4,Y,Yes,11,Better,High,80,1,17,3,Good,3,0,1,0.0
830,RM507,37,36-45,No,Travel_Rarely,482,Research & Development,3,Bachelor,Other,1,689,High,Male,36,High,3,Manufacturing Director,High,Married,9434,5k-10k,9606,1,Y,No,15,Better,High,80,1,10,2,Better,10,7,7,8.0
831,RM523,37,36-45,No,Travel_Rarely,1225,Research & Development,10,College,Life Sciences,1,715,Very High,Male,80,Very High,1,Research Scientist,Very High,Single,4680,Upto 5k,15232,3,Y,No,17,Better,Low,80,0,4,2,Better,1,0,0,0.0
832,RM578,37,36-45,No,Travel_Rarely,571,Research & Development,10,Below College,Life Sciences,1,802,Very High,Female,82,High,1,Research Scientist,Low,Divorced,2782,Upto 5k,19905,0,Y,Yes,13,Better,Medium,80,2,6,3,Good,5,3,4,3.0
833,RM629,37,36-45,No,Travel_Rarely,342,Sales,16,Master,Marketing,1,868,Very High,Male,66,Medium,2,Sales Executive,High,Divorced,6334,5k-10k,24558,4,Y,No,19,Better,Very High,80,2,9,2,Better,1,0,0,0.0
834,RM649,37,36-45,No,Travel_Frequently,1231,Sales,21,College,Medical,1,900,High,Female,54,High,1,Sales Representative,Very High,Married,2973,Upto 5k,21222,5,Y,No,15,Better,Medium,80,1,10,3,Better,5,4,0,0.0
835,RM653,37,36-45,No,Non-Travel,1252,Sales,19,College,Medical,1,904,Low,Male,32,High,3,Sales Executive,Medium,Single,7642,5k-10k,4814,1,Y,Yes,13,Better,Very High,80,0,10,2,Better,10,0,0,9.0
836,RM696,37,36-45,Yes,Travel_Rarely,625,Sales,1,Master,Life Sciences,1,970,Low,Male,46,Medium,3,Sales Executive,High,Married,10609,10k-15k,14922,5,Y,No,11,Better,High,80,0,17,2,Bad,14,1,11,7.0
837,RM745,37,36-45,Yes,Travel_Rarely,1141,Research & Development,11,College,Medical,1,1033,Low,Female,61,Low,2,Healthcare Representative,Medium,Married,4777,Upto 5k,14382,5,Y,No,15,Better,Low,80,0,15,2,Bad,1,0,0,0.0
838,RM768,37,36-45,No,Travel_Rarely,124,Research & Development,3,Bachelor,Other,1,1062,Very High,Female,35,High,2,Healthcare Representative,Medium,Single,4107,Upto 5k,13848,3,Y,No,15,Better,Low,80,0,8,3,Good,4,3,0,1.0
